name,outcome,hospital_year_start,hospital_year_end,hospital_n_years,hospital_admissions_total,hospital_rate_crude_per_100k,hospital_rate_age_adjusted_per_100k,hospital_days_total,hospital_mean_los_days,hospital_in_hospital_deaths_total,hospital_low_count_flag,hospital_admissions_0_14,hospital_rate_0_14_per_100k,hospital_admissions_15_64,hospital_rate_15_64_per_100k,hospital_admissions_65_plus,hospital_rate_65_plus_per_100k
La Granja,parkinsonism,2006,2006,1,3.0,2.5735,2.3084,22.0,7.3333,0.0,1,0.0,0.0,0.0,0.0,3.0,21.9394
La Pintana,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
La Reina,parkinsonism,2006,2006,1,6.0,6.4664,4.6152,123.0,20.5,0.0,1,0.0,0.0,0.0,0.0,6.0,43.8629
Lampa,parkinsonism,2006,2006,1,1.0,0.9801,0.9936,19.0,19.0,0.0,1,0.0,0.0,1.0,1.3927,0.0,0.0
Las Condes,parkinsonism,2006,2006,1,10.0,3.3917,2.5332,87.0,8.7,0.0,0,0.0,0.0,2.0,0.9654,8.0,17.5296
Lo Barnechea,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Lo Espejo,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Lo Prado,parkinsonism,2006,2006,1,5.0,5.1949,4.4232,46.0,9.2,0.0,1,0.0,0.0,2.0,3.036,3.0,21.4516
Macul,parkinsonism,2006,2006,1,4.0,3.4325,2.46,126.0,31.5,1.0,1,0.0,0.0,0.0,0.0,4.0,23.3795
Maipú,parkinsonism,2006,2006,1,7.0,1.342,1.5378,93.0,13.2857,0.0,1,0.0,0.0,1.0,0.2613,6.0,12.8433
María Pinto,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Melipilla,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Padre Hurtado,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Paine,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Pedro Aguirre Cerda,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Peñaflor,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Peñalolén,parkinsonism,2006,2006,1,3.0,1.2417,1.2562,50.0,16.6667,0.0,1,0.0,0.0,3.0,1.7607,0.0,0.0
Pirque,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Providencia,parkinsonism,2006,2006,1,5.0,3.5192,2.5934,52.0,10.4,0.0,1,0.0,0.0,1.0,0.9698,4.0,18.0717
Pudahuel,parkinsonism,2006,2006,1,1.0,0.4342,0.3974,1.0,1.0,0.0,1,1.0,2.192,0.0,0.0,0.0,0.0
Puente Alto,parkinsonism,2006,2006,1,4.0,0.7041,0.8587,41.0,10.25,0.0,1,0.0,0.0,2.0,0.4839,2.0,4.8802
Quilicura,parkinsonism,2006,2006,1,3.0,1.4258,2.5044,47.0,15.6667,0.0,1,0.0,0.0,1.0,0.6441,2.0,19.4345
Quinta Normal,parkinsonism,2006,2006,1,1.0,0.9089,0.7383,242.0,242.0,1.0,1,0.0,0.0,0.0,0.0,1.0,7.0166
Recoleta,parkinsonism,2006,2006,1,9.0,5.7016,5.1725,210.0,23.3333,0.0,1,1.0,3.673,2.0,1.8014,6.0,30.6154
Renca,parkinsonism,2006,2006,1,2.0,1.3591,1.4521,8.0,4.0,0.0,1,0.0,0.0,0.0,0.0,2.0,13.8007
San Bernardo,parkinsonism,2006,2006,1,7.0,2.3232,2.7788,19.0,2.7143,1.0,1,0.0,0.0,2.0,0.9394,5.0,20.0401
San Joaquín,parkinsonism,2006,2006,1,1.0,1.0583,0.7599,2.0,2.0,0.0,1,0.0,0.0,0.0,0.0,1.0,7.2223
San José de Maipo,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
San Miguel,parkinsonism,2006,2006,1,4.0,3.7053,3.2155,144.0,36.0,1.0,1,0.0,0.0,1.0,1.2971,3.0,21.7644
San Pedro,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
San Ramón,parkinsonism,2006,2006,1,2.0,2.4125,1.7438,36.0,18.0,0.0,1,0.0,0.0,0.0,0.0,2.0,16.5728
Santiago,parkinsonism,2006,2006,1,8.0,1.9778,2.5881,78.0,9.75,0.0,1,0.0,0.0,2.0,0.6094,6.0,20.4645
Talagante,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Tiltil,parkinsonism,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Vitacura,parkinsonism,2006,2006,1,3.0,3.5135,2.1213,11.0,3.6667,0.0,1,0.0,0.0,0.0,0.0,3.0,20.1613
Ñuñoa,parkinsonism,2006,2006,1,11.0,5.2824,3.9585,94.0,8.5455,0.0,0,0.0,0.0,1.0,0.6718,10.0,33.0655
Alhué,psychosis,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Buin,psychosis,2006,2006,1,11.0,11.3855,11.381,247.0,22.4545,0.0,0,0.0,0.0,11.0,15.9517,0.0,0.0
Calera de Tango,psychosis,2006,2006,1,1.0,3.9382,3.8994,27.0,27.0,0.0,1,0.0,0.0,1.0,5.4654,0.0,0.0
Cerrillos,psychosis,2006,2006,1,17.0,21.0313,20.9694,975.0,57.3529,0.0,0,4.0,26.2605,11.0,19.6664,2.0,20.6868
Cerro Navia,psychosis,2006,2006,1,56.0,42.2253,43.0593,1852.0,33.0714,0.0,0,7.0,28.1317,47.0,51.392,2.0,12.2812
Colina,psychosis,2006,2006,1,22.0,15.0472,13.4186,1101.0,50.0455,0.0,0,10.0,27.7755,12.0,11.749,0.0,0.0
Conchalí,psychosis,2006,2006,1,75.0,59.0761,60.1854,25318.0,337.5733,2.0,0,5.0,22.8592,66.0,75.1221,4.0,23.2234
Curacaví,psychosis,2006,2006,1,9.0,27.6252,27.762,167.0,18.5556,0.0,1,0.0,0.0,7.0,30.8261,2.0,54.8246
El Bosque,psychosis,2006,2006,1,24.0,14.7688,15.126,1261.0,52.5417,0.0,0,2.0,6.3945,21.0,18.8263,1.0,5.0808
El Monte,psychosis,2006,2006,1,1.0,2.7837,2.859,12.0,12.0,0.0,1,0.0,0.0,1.0,4.0072,0.0,0.0
Estación Central,psychosis,2006,2006,1,43.0,29.2435,29.3108,2062.0,47.9535,0.0,0,6.0,27.2393,35.0,32.4359,2.0,11.6898
Huechuraba,psychosis,2006,2006,1,30.0,30.4041,30.784,1895.0,63.1667,0.0,0,5.0,22.3884,23.0,34.2389,2.0,21.8245
Independencia,psychosis,2006,2006,1,53.0,52.8515,51.8896,5130.0,96.7925,0.0,0,3.0,18.9693,42.0,57.1149,8.0,73.1864
Isla de Maipo,psychosis,2006,2006,1,11.0,30.3708,30.9477,316.0,28.7273,0.0,0,0.0,0.0,10.0,39.1988,1.0,28.3286
La Cisterna,psychosis,2006,2006,1,20.0,22.1929,22.8037,6954.0,347.7,0.0,0,3.0,19.5899,16.0,25.8385,1.0,7.7628
La Florida,psychosis,2006,2006,1,71.0,19.3505,19.2136,4459.0,62.8028,0.0,0,5.0,7.9637,56.0,21.7259,10.0,21.5638
La Granja,psychosis,2006,2006,1,19.0,16.2991,16.5998,945.0,49.7368,0.0,0,2.0,9.2524,17.0,20.9151,0.0,0.0
La Pintana,psychosis,2006,2006,1,42.0,23.684,24.1885,2945.0,70.119,0.0,0,4.0,10.0241,37.0,30.4226,1.0,6.3247
La Reina,psychosis,2006,2006,1,27.0,29.0989,29.6895,1051.0,38.9259,0.0,0,3.0,19.6322,22.0,34.4676,2.0,14.621
Lampa,psychosis,2006,2006,1,25.0,24.5016,24.2033,1184.0,47.36,0.0,0,6.0,24.2297,18.0,25.0679,1.0,18.2949
Las Condes,psychosis,2006,2006,1,89.0,30.1861,30.0072,9169.0,103.0225,0.0,0,7.0,16.6552,71.0,34.271,11.0,24.1032
Lo Barnechea,psychosis,2006,2006,1,12.0,11.3386,11.4973,234.0,19.5,0.0,0,0.0,0.0,12.0,16.1147,0.0,0.0
Lo Espejo,psychosis,2006,2006,1,22.0,22.2663,22.9501,986.0,44.8182,0.0,0,0.0,0.0,22.0,32.167,0.0,0.0
Lo Prado,psychosis,2006,2006,1,64.0,66.4942,68.439,2361.0,36.8906,0.0,0,5.0,30.512,56.0,85.0069,3.0,21.4516
Macul,psychosis,2006,2006,1,46.0,39.4735,39.9061,8400.0,182.6087,0.0,0,5.0,27.9205,37.0,45.3893,4.0,23.3795
Maipú,psychosis,2006,2006,1,80.0,15.3366,15.1427,3543.0,44.2875,0.0,0,11.0,11.9338,66.0,17.2443,3.0,6.4216
María Pinto,psychosis,2006,2006,1,1.0,7.3584,7.1691,10.0,10.0,0.0,1,0.0,0.0,1.0,10.0482,0.0,0.0
Melipilla,psychosis,2006,2006,1,43.0,34.782,34.7084,1325.0,30.814,0.0,0,13.0,54.5073,29.0,33.726,1.0,7.2516
Padre Hurtado,psychosis,2006,2006,1,11.0,17.3913,18.0694,5713.0,519.3636,0.0,0,1.0,7.7441,8.0,17.7454,2.0,38.059
Paine,psychosis,2006,2006,1,5.0,6.872,6.7752,174.0,34.8,0.0,1,1.0,6.818,4.0,7.7635,0.0,0.0
Pedro Aguirre Cerda,psychosis,2006,2006,1,23.0,22.7331,22.9691,867.0,37.6957,0.0,0,2.0,11.9432,19.0,27.0976,2.0,13.9753
Peñaflor,psychosis,2006,2006,1,23.0,25.4986,25.1179,409.0,17.7826,0.0,0,6.0,32.1699,17.0,27.03,0.0,0.0
Peñalolén,psychosis,2006,2006,1,56.0,23.1789,23.3296,5614.0,100.25,0.0,0,5.0,10.6813,48.0,28.1715,3.0,12.2936
Pirque,psychosis,2006,2006,1,2.0,7.5412,7.618,45.0,22.5,0.0,1,0.0,0.0,2.0,10.6775,0.0,0.0
Providencia,psychosis,2006,2006,1,69.0,48.5645,44.6161,12112.0,175.5362,1.0,0,2.0,11.8814,49.0,47.5216,18.0,81.3229
Pudahuel,psychosis,2006,2006,1,72.0,31.2645,30.8945,14208.0,197.3333,0.0,0,14.0,30.6876,55.0,33.1361,3.0,16.0514
Puente Alto,psychosis,2006,2006,1,95.0,16.7222,17.0675,23498.0,247.3474,0.0,0,13.0,11.4205,72.0,17.421,10.0,24.401
Quilicura,psychosis,2006,2006,1,43.0,20.4363,19.9909,2410.0,56.0465,0.0,0,6.0,13.374,36.0,23.1875,1.0,9.7172
Quinta Normal,psychosis,2006,2006,1,99.0,89.9787,91.5533,1663.0,16.798,0.0,0,16.0,87.7385,79.0,101.8855,4.0,28.0662
Recoleta,psychosis,2006,2006,1,94.0,59.5498,59.735,16090.0,171.1702,0.0,0,3.0,11.0189,84.0,75.6573,7.0,35.7179
Renca,psychosis,2006,2006,1,72.0,48.9293,49.8155,3866.0,53.6944,0.0,0,4.0,13.1744,68.0,66.4738,0.0,0.0
San Bernardo,psychosis,2006,2006,1,30.0,9.9564,10.1157,1579.0,52.6333,0.0,0,4.0,6.3032,23.0,10.8031,3.0,12.024
San Joaquín,psychosis,2006,2006,1,26.0,27.5156,28.4831,1011.0,38.8846,0.0,0,2.0,13.4039,24.0,36.5158,0.0,0.0
San José de Maipo,psychosis,2006,2006,1,2.0,10.9957,10.8364,64.0,32.0,0.0,1,0.0,0.0,2.0,15.1883,0.0,0.0
San Miguel,psychosis,2006,2006,1,27.0,25.0107,24.6623,1707.0,63.2222,0.0,0,0.0,0.0,25.0,32.4271,2.0,14.5096
San Pedro,psychosis,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
San Ramón,psychosis,2006,2006,1,13.0,15.6815,16.4844,500.0,38.4615,0.0,0,2.0,13.2363,11.0,19.7409,0.0,0.0
Santiago,psychosis,2006,2006,1,161.0,39.8027,40.0133,82909.0,514.9627,3.0,0,18.0,38.2979,129.0,39.3082,14.0,47.7506
Talagante,psychosis,2006,2006,1,30.0,40.4111,41.1154,691.0,23.0333,0.0,0,1.0,6.7513,26.0,49.4503,3.0,43.8148
Tiltil,psychosis,2006,2006,1,7.0,36.2469,36.69,410.0,58.5714,0.0,1,0.0,0.0,6.0,43.5888,1.0,53.135
Vitacura,psychosis,2006,2006,1,21.0,24.5948,25.6415,1239.0,59.0,0.0,0,2.0,13.5007,17.0,30.5261,2.0,13.4409
Ñuñoa,psychosis,2006,2006,1,70.0,33.6155,33.4787,6704.0,95.7714,0.0,0,5.0,17.1527,59.0,39.6391,6.0,19.8393
Alhué,substance,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Buin,substance,2006,2006,1,13.0,13.4556,13.6226,188.0,14.4615,0.0,0,1.0,5.079,11.0,15.9517,1.0,12.5518
Calera de Tango,substance,2006,2006,1,9.0,35.4442,35.0943,573.0,63.6667,0.0,1,0.0,0.0,9.0,49.1884,0.0,0.0
Cerrillos,substance,2006,2006,1,12.0,14.8456,15.0344,354.0,29.5,0.0,0,1.0,6.5651,10.0,17.8785,1.0,10.3434
Cerro Navia,substance,2006,2006,1,32.0,24.1287,23.9961,799.0,24.9688,1.0,0,11.0,44.2069,18.0,19.682,3.0,18.4219
Colina,substance,2006,2006,1,35.0,23.9387,23.6902,550.0,15.7143,1.0,0,7.0,19.4428,27.0,26.4353,1.0,12.3946
Conchalí,substance,2006,2006,1,122.0,96.097,98.0012,2518.0,20.6393,0.0,0,8.0,36.5748,108.0,122.927,6.0,34.8351
Curacaví,substance,2006,2006,1,8.0,24.5557,24.6201,30.0,3.75,0.0,1,0.0,0.0,6.0,26.4224,2.0,54.8246
El Bosque,substance,2006,2006,1,62.0,38.1527,39.3264,1205.0,19.4355,0.0,0,2.0,6.3945,58.0,51.9965,2.0,10.1616
El Monte,substance,2006,2006,1,4.0,11.1349,11.4361,148.0,37.0,0.0,1,0.0,0.0,4.0,16.0289,0.0,0.0
Estación Central,substance,2006,2006,1,29.0,19.7224,19.1057,354.0,12.2069,0.0,0,1.0,4.5399,23.0,21.315,5.0,29.2244
Huechuraba,substance,2006,2006,1,46.0,46.6196,47.6135,702.0,15.2609,0.0,0,6.0,26.8661,37.0,55.08,3.0,32.7368
Independencia,substance,2006,2006,1,58.0,57.8375,57.1085,1135.0,19.569,0.0,0,5.0,31.6156,47.0,63.9143,6.0,54.8898
Isla de Maipo,substance,2006,2006,1,1.0,2.761,2.7967,14.0,14.0,0.0,1,0.0,0.0,1.0,3.9199,0.0,0.0
La Cisterna,substance,2006,2006,1,30.0,33.2893,33.9583,646.0,21.5333,1.0,0,2.0,13.0599,26.0,41.9876,2.0,15.5255
La Florida,substance,2006,2006,1,140.0,38.1559,38.6201,2907.0,20.7643,0.0,0,14.0,22.2983,120.0,46.5555,6.0,12.9383
La Granja,substance,2006,2006,1,38.0,32.5982,33.2386,868.0,22.8421,0.0,0,3.0,13.8786,35.0,43.0605,0.0,0.0
La Pintana,substance,2006,2006,1,47.0,26.5035,27.226,823.0,17.5106,0.0,0,5.0,12.5301,38.0,31.2449,4.0,25.2988
La Reina,substance,2006,2006,1,39.0,42.0318,43.2455,574.0,14.7179,0.0,0,0.0,0.0,38.0,59.535,1.0,7.3105
Lampa,substance,2006,2006,1,25.0,24.5016,24.579,490.0,19.6,0.0,0,1.0,4.0383,24.0,33.4239,0.0,0.0
Las Condes,substance,2006,2006,1,136.0,46.127,47.0032,1992.0,14.6471,0.0,0,15.0,35.6896,111.0,53.5787,10.0,21.912
Lo Barnechea,substance,2006,2006,1,44.0,41.5749,42.5833,1162.0,26.4091,0.0,0,2.0,8.4584,40.0,53.7158,2.0,25.9
Lo Espejo,substance,2006,2006,1,35.0,35.4237,35.8002,577.0,16.4857,0.0,0,7.0,37.0704,27.0,39.4777,1.0,8.6745
Lo Prado,substance,2006,2006,1,21.0,21.8184,21.8219,430.0,20.4762,0.0,0,3.0,18.3072,15.0,22.7697,3.0,21.4516
Macul,substance,2006,2006,1,28.0,24.0273,24.6581,517.0,18.4643,0.0,0,3.0,16.7523,24.0,29.4417,1.0,5.8449
Maipú,substance,2006,2006,1,53.0,10.1605,10.2498,993.0,18.7358,0.0,0,2.0,2.1698,42.0,10.9737,9.0,19.2649
María Pinto,substance,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
Melipilla,substance,2006,2006,1,9.0,7.28,7.2591,62.0,6.8889,0.0,1,3.0,12.5786,6.0,6.9778,0.0,0.0
Padre Hurtado,substance,2006,2006,1,7.0,11.0672,11.0782,78.0,11.1429,0.0,1,0.0,0.0,7.0,15.5273,0.0,0.0
Paine,substance,2006,2006,1,8.0,10.9952,10.9295,108.0,13.5,0.0,1,1.0,6.818,7.0,13.5862,0.0,0.0
Pedro Aguirre Cerda,substance,2006,2006,1,29.0,28.6635,29.7042,676.0,23.3103,0.0,0,3.0,17.9147,26.0,37.0809,0.0,0.0
Peñaflor,substance,2006,2006,1,10.0,11.0864,11.4253,73.0,7.3,0.0,0,0.0,0.0,9.0,14.31,1.0,11.5527
Peñalolén,substance,2006,2006,1,52.0,21.5233,21.6422,611.0,11.75,1.0,0,5.0,10.6813,45.0,26.4108,2.0,8.1957
Pirque,substance,2006,2006,1,10.0,37.706,37.7519,144.0,14.4,0.0,0,1.0,19.1424,9.0,48.0487,0.0,0.0
Providencia,substance,2006,2006,1,57.0,40.1185,38.1412,1004.0,17.614,0.0,0,0.0,0.0,51.0,49.4613,6.0,27.1076
Pudahuel,substance,2006,2006,1,26.0,11.29,11.0788,477.0,18.3462,0.0,0,3.0,6.5759,23.0,13.8569,0.0,0.0
Puente Alto,substance,2006,2006,1,172.0,30.276,30.3692,3509.0,20.4012,0.0,0,6.0,5.271,157.0,37.9875,9.0,21.9609
Quilicura,substance,2006,2006,1,43.0,20.4363,20.1016,868.0,20.186,0.0,0,4.0,8.916,38.0,24.4757,1.0,9.7172
Quinta Normal,substance,2006,2006,1,25.0,22.7219,22.6064,407.0,16.28,0.0,0,2.0,10.9673,20.0,25.7938,3.0,21.0497
Recoleta,substance,2006,2006,1,129.0,81.7226,82.5778,2496.0,19.3488,0.0,0,9.0,33.0566,115.0,103.5784,5.0,25.5128
Renca,substance,2006,2006,1,16.0,10.8732,11.0876,257.0,16.0625,0.0,0,1.0,3.2936,14.0,13.6858,1.0,6.9004
San Bernardo,substance,2006,2006,1,49.0,16.2622,16.2358,1348.0,27.5102,0.0,0,9.0,14.1822,37.0,17.3789,3.0,12.024
San Joaquín,substance,2006,2006,1,37.0,39.1568,40.228,623.0,16.8378,0.0,0,3.0,20.1059,33.0,50.2092,1.0,7.2223
San José de Maipo,substance,2006,2006,1,13.0,71.4718,70.9121,216.0,16.6154,0.0,0,1.0,32.3834,11.0,83.5358,1.0,51.7063
San Miguel,substance,2006,2006,1,41.0,37.9791,37.5416,733.0,17.878,0.0,0,3.0,17.5706,33.0,42.8038,5.0,36.2739
San Pedro,substance,2006,2006,1,0.0,0.0,0.0,0.0,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0
San Ramón,substance,2006,2006,1,50.0,60.3136,63.5313,1810.0,36.2,0.0,0,1.0,6.6181,48.0,86.1419,1.0,8.2864
Santiago,substance,2006,2006,1,136.0,33.6222,32.0457,2853.0,20.9779,0.0,0,8.0,17.0213,120.0,36.5657,8.0,27.2861
Talagante,substance,2006,2006,1,5.0,6.7352,6.7848,63.0,12.6,0.0,1,0.0,0.0,5.0,9.5097,0.0,0.0
Tiltil,substance,2006,2006,1,11.0,56.9594,57.4228,84.0,7.6364,0.0,0,0.0,0.0,10.0,72.648,1.0,53.135
Vitacura,substance,2006,2006,1,53.0,62.0725,64.8015,1043.0,19.6792,0.0,0,4.0,27.0015,44.0,79.0088,5.0,33.6022
Ñuñoa,substance,2006,2006,1,68.0,32.6551,32.9143,1221.0,17.9559,0.0,0,5.0,17.1527,60.0,40.3109,3.0,9.9197
