tmean_annual,tmax_mean_annual,tmin_mean_annual,tmean_summer,tmax_mean_summer,tmin_mean_summer,tmean_winter,tmax_mean_winter,tmin_mean_winter,tmean_autumn,tmax_mean_autumn,tmin_mean_autumn,tmean_spring,tmax_mean_spring,tmin_mean_spring,hot_days_30c,hot_days_35c,tropical_nights_20c,frost_days,heat_wave_days,cold_spell_days,dtr_mean,dtr_p95,temp_monthly_sd,seasonal_amplitude,cdd_18,hdd_10,ehdd,tmax_p95,tmin_p05,name
14.114207650273222,21.718032786885246,8.245901639344263,19.798901098901098,28.66923076923077,12.83956043956044,8.093478260869565,14.44782608695652,3.560869565217391,14.07826086956522,21.492391304347827,8.307608695652174,14.552747252747254,22.345054945054944,8.326373626373629,35,3,0,19,18,33,13.472131147540985,19.25,5.146675916316627,11.705422838031533,244.0,254.0,45.20000000000002,31.475,-0.024999999999999994,Peñaflor
14.73825136612022,21.35,9.326775956284152,21.086813186813185,28.802197802197803,15.014285714285714,8.65108695652174,14.35326086956522,4.017391304347826,14.568478260869565,21.020652173913046,9.468478260869565,14.715384615384616,21.3043956043956,8.863736263736264,32,0,0,16,28,29,12.023224043715848,17.275,5.495788913054611,12.435726230291445,399.9,239.3,53.60000000000005,31.0,0.25,Peñalolén
15.562021857923499,21.479508196721312,10.55,21.753846153846155,28.375824175824174,16.318681318681318,9.701086956521738,15.195652173913047,5.42608695652174,15.398913043478261,21.12173913043478,10.583695652173912,15.460439560439559,21.2978021978022,9.927472527472528,27,0,4,6,28,32,10.929508196721313,15.475,5.375055410466909,12.052759197324416,505.6,177.4,44.60000000000005,30.875,1.9,Pirque
16.1724043715847,22.754644808743173,11.006557377049178,22.030769230769234,30.397802197802196,15.33076923076923,10.71195652173913,15.108695652173916,6.985869565217392,15.872826086956522,22.495652173913044,11.031521739130435,16.137362637362635,23.103296703296703,10.721978021978021,68,3,3,1,26,28,11.748087431693989,17.0,4.977032964093704,11.318812709030103,536.6,89.70000000000002,53.19999999999999,32.675000000000004,4.125,Providencia
14.947814207650271,22.048360655737707,9.286338797814208,21.016483516483518,29.25384615384616,14.058241758241758,8.990217391304348,14.63695652173913,4.805434782608695,14.710869565217392,21.80652173913043,9.316304347826087,15.141758241758245,22.58021978021978,9.014285714285714,41,3,0,2,22,29,12.762021857923497,17.7,5.2489944903568295,12.02626612517917,387.3,185.1,53.10000000000004,31.575000000000003,2.0,Pudahuel
14.933333333333334,21.524590163934427,9.503825136612022,21.284615384615382,28.97142857142856,15.197802197802195,8.84891304347826,14.53478260869565,4.19891304347826,14.761956521739132,21.192391304347826,9.635869565217394,14.906593406593407,21.480219780219777,9.03956043956044,35,1,0,16,28,29,12.020765027322405,17.275000000000002,5.4961698232739,12.435702341137121,427.0,222.10000000000002,53.49999999999995,31.2,0.45,Puente Alto
15.491803278688524,22.955191256830602,9.507377049180329,22.052747252747253,30.621978021978027,14.495604395604397,9.096739130434782,15.07391304347826,4.856521739130434,15.21630434782609,22.83043478260869,9.5,15.674725274725274,23.382417582417585,9.22857142857143,77,6,0,2,27,31,13.447814207650271,18.549999999999997,5.6123662630199025,12.95600812231247,507.0,168.7,56.10000000000004,32.9,2.05,Quilicura
16.48497267759563,23.079508196721314,11.331967213114755,22.345054945054944,30.72197802197803,15.652747252747254,11.022826086956522,15.430434782608693,7.315217391304347,16.18804347826087,22.823913043478257,11.357608695652175,16.447252747252747,23.428571428571427,11.046153846153846,83,4,3,0,24,28,11.747540983606559,16.9,4.977470809006686,11.322228858098422,586.1,73.2,51.85000000000005,32.975,4.425000000000001,Quinta Normal
16.1724043715847,22.754644808743173,11.006557377049178,22.030769230769234,30.397802197802196,15.33076923076923,10.71195652173913,15.108695652173916,6.985869565217392,15.872826086956522,22.495652173913044,11.031521739130435,16.137362637362635,23.103296703296703,10.721978021978021,68,3,3,1,26,28,11.748087431693989,17.0,4.977032964093704,11.318812709030103,536.6,89.70000000000002,53.19999999999999,32.675000000000004,4.125,Recoleta
15.91639344262295,23.379234972677594,10.031967213114754,22.341758241758242,31.0989010989011,14.824175824175827,9.70108695652174,15.458695652173914,5.615217391304347,15.640217391304349,23.21521739130435,9.966304347826087,16.053846153846152,23.832967032967034,9.77142857142857,90,9,0,3,26,30,13.347267759562843,18.799999999999997,5.468709850293162,12.640671285236502,554.6999999999999,120.6,51.749999999999986,33.4,3.125,Renca
